"Relative Time (Process)","hf_tjsp2024_2025_phi4_14B-ft-inferencee_2025-04-26_00-23-02 - system/gpu.0.powerWatts","hf_tjsp2024_2025_phi4_14B-ft-inferencee_2025-04-26_00-23-02 - system/gpu.0.powerWatts__MIN","hf_tjsp2024_2025_phi4_14B-ft-inferencee_2025-04-26_00-23-02 - system/gpu.0.powerWatts__MAX","hf_tjsp2024_2025_phi4_14B-ft-inferencee_2025-04-26_00-23-02 - system/gpu.1.powerWatts","hf_tjsp2024_2025_phi4_14B-ft-inferencee_2025-04-26_00-23-02 - system/gpu.1.powerWatts__MIN","hf_tjsp2024_2025_phi4_14B-ft-inferencee_2025-04-26_00-23-02 - system/gpu.1.powerWatts__MAX","hf_tjsp2024_2025_phi4_14B-ft-inferencee_2025-04-26_00-23-02 - system/gpu.2.powerWatts","hf_tjsp2024_2025_phi4_14B-ft-inferencee_2025-04-26_00-23-02 - system/gpu.2.powerWatts__MIN","hf_tjsp2024_2025_phi4_14B-ft-inferencee_2025-04-26_00-23-02 - system/gpu.2.powerWatts__MAX","hf_tjsp2024_2025_phi4_14B-ft-inferencee_2025-04-26_00-23-02 - system/gpu.3.powerWatts","hf_tjsp2024_2025_phi4_14B-ft-inferencee_2025-04-26_00-23-02 - system/gpu.3.powerWatts__MIN","hf_tjsp2024_2025_phi4_14B-ft-inferencee_2025-04-26_00-23-02 - system/gpu.3.powerWatts__MAX"
"10321.29807497","35.56","35.56","35.56","41.276","41.276","41.276","198.088","198.088","198.088","205.801","205.801","205.801"
"10336.377216987","43.927","43.927","43.927","37.528","37.528","37.528","201.764","201.764","201.764","246.697","246.697","246.697"
"10351.339756103","35.669","35.669","35.669","41.189","41.189","41.189","93.281","93.281","93.281","99.489","99.489","99.489"
"10366.502363513","43.744","43.744","43.744","38.72","38.72","38.72","63.513","63.513","63.513","252.869","252.869","252.869"
"10381.583845348","38.019","38.019","38.019","41.761","41.761","41.761","201.669","201.669","201.669","110.442","110.442","110.442"
"10396.703230197","38.919","38.919","38.919","39.608","39.608","39.608","112.36","112.36","112.36","226.181","226.181","226.181"
"10411.844101257","39.016","39.016","39.016","38.623","38.623","38.623","85.104","85.104","85.104","223.16","223.16","223.16"
"10426.721825571","38.919","38.919","38.919","40.581","40.581","40.581","173.094","173.094","173.094","189.221","189.221","189.221"
"10441.814463125","38.323","38.323","38.323","41.859","41.859","41.859","88.008","88.008","88.008","133.036","133.036","133.036"
"10456.897740136","31.134","31.134","31.134","41.189","41.189","41.189","139.546","139.546","139.546","124.471","124.471","124.471"
"10471.78174096","35.974","35.974","35.974","40.678","40.678","40.678","92.923","92.923","92.923","106.934","106.934","106.934"
"10486.828053256","38.323","38.323","38.323","38.319","38.319","38.319","113.356","113.356","113.356","100.398","100.398","100.398"
"10501.85121486","38.913","38.913","38.913","41.577","41.577","41.577","152.721","152.721","152.721","105.824","105.824","105.824"
"10516.718750229","36.071","36.071","36.071","41.362","41.362","41.362","175.579","175.579","175.579","228.551","228.551","228.551"
"10531.856558024","36.256","36.256","36.256","41.069","41.069","41.069","142.205","142.205","142.205","214.426","214.426","214.426"
"10545.55315281","30.538","30.538","30.538","38.209","38.209","38.209","67.518","67.518","67.518","96.151","96.151","96.151"
"10560.553340253","30.939","30.939","30.939","38.209","38.209","38.209","69.221","69.221","69.221","265.648","265.648","265.648"
"10575.550120408","35.663","35.663","35.663","50.039","50.039","50.039","132.462","132.462","132.462","246.778","246.778","246.778"
"10590.545631273","36.451","36.451","36.451","53.879","53.879","53.879","94.953","94.953","94.953","263.596","263.596","263.596"
"10605.554464679","35.758","35.758","35.758","49.431","49.431","49.431","168.646","168.646","168.646","136.53","136.53","136.53"
"10620.547862171","49.827","49.827","49.827","38.112","38.112","38.112","69.093","69.093","69.093","91.259","91.259","91.259"
"10635.666416142","49.924","49.924","49.924","38.209","38.209","38.209","248.967","248.967","248.967","82.059","82.059","82.059"
"10650.670330965","47.761","47.761","47.761","47.56","47.56","47.56","101.937","101.937","101.937","234.525","234.525","234.525"
"10665.684114404","44.146","44.146","44.146","38.015","38.015","38.015","91.35","91.35","91.35","125.934","125.934","125.934"
"10680.77339314","47.864","47.864","47.864","38.015","38.015","38.015","123.643","123.643","123.643","182.623","182.623","182.623"
"10695.762661789","36.849","36.849","36.849","53.186","53.186","53.186","192.394","192.394","192.394","215.611","215.611","215.611"
"10710.774245082","35.454","35.454","35.454","51.314","51.314","51.314","80.292","80.292","80.292","69.482","69.482","69.482"
"10725.783126168","35.551","35.551","35.551","53.378","53.378","53.378","158.228","158.228","158.228","171.675","171.675","171.675"
"10740.813625853","49.929","49.929","49.929","37.917","37.917","37.917","182.753","182.753","182.753","134.41","134.41","134.41"
"10755.964266973","49.735","49.735","49.735","38.014","38.014","38.014","163.095","163.095","163.095","131.839","131.839","131.839"
"10770.918986887","35.463","35.463","35.463","53.976","53.976","53.976","85.006","85.006","85.006","167.992","167.992","167.992"
"10785.893403316","43.938","43.938","43.938","43.548","43.548","43.548","102.828","102.828","102.828","191.005","191.005","191.005"
"10801.035416648","46.692","46.692","46.692","42.151","42.151","42.151","106.821","106.821","106.821","205.303","205.303","205.303"
"10816.12221949","50.039","50.039","50.039","38.015","38.015","38.015","63.531","63.531","63.531","267.773","267.773","267.773"
"10831.187471081","35.56","35.56","35.56","38.623","38.623","38.623","155.283","155.283","155.283","93.932","93.932","93.932"
"10846.332283711","37.824","37.824","37.824","37.528","37.528","37.528","86.361","86.361","86.361","259.25","259.25","259.25"
"10861.155630369","40.195","40.195","40.195","41.091","41.091","41.091","146.155","146.155","146.155","243.176","243.176","243.176"
"10876.237200429","49.249","49.249","49.249","33.589","33.589","33.589","154.061","154.061","154.061","194.289","194.289","194.289"
"10891.36624383","49.443","49.443","49.443","41.179","41.179","41.179","218.025","218.025","218.025","122.801","122.801","122.801"
"10906.484323131","36.646","36.646","36.646","41.286","41.286","41.286","82.121","82.121","82.121","119.277","119.277","119.277"
"10921.55868811","38.919","38.919","38.919","33.597","33.597","33.597","186.574","186.574","186.574","176.48","176.48","176.48"
"10936.763783051","37.824","37.824","37.824","41.276","41.276","41.276","172.213","172.213","172.213","98.424","98.424","98.424"
"10950.561157836","30.331","30.331","30.331","53.186","53.186","53.186","174.299","174.299","174.299","107.346","107.346","107.346"
"10965.553174508","30.429","30.429","30.429","53.268","53.268","53.268","102.874","102.874","102.874","120.366","120.366","120.366"
"10980.553759217","34.186","34.186","34.186","54.642","54.642","54.642","113.452","113.452","113.452","252.103","252.103","252.103"
"10995.555378245","50.131","50.131","50.131","38.2","38.2","38.2","174.85","174.85","174.85","86.079","86.079","86.079"
"11010.551860962","49.54","49.54","49.54","38.014","38.014","38.014","83.443","83.443","83.443","234.547","234.547","234.547"
"11025.549459191","46.474","46.474","46.474","45.798","45.798","45.798","56.436","56.436","56.436","254.508","254.508","254.508"
"11040.549679667","35.551","35.551","35.551","51.12","51.12","51.12","164.505","164.505","164.505","172.781","172.781","172.781"
"11055.548462907","49.54","49.54","49.54","38.415","38.415","38.415","94.498","94.498","94.498","213.796","213.796","213.796"
"11070.642226403","37.727","37.727","37.727","53.268","53.268","53.268","240.427","240.427","240.427","66.069","66.069","66.069"
"11085.548391969","41.071","41.071","41.071","53.393","53.393","53.393","88.988","88.988","88.988","141.222","141.222","141.222"
"11100.547093367","35.454","35.454","35.454","51.023","51.023","51.023","75.469","75.469","75.469","119.748","119.748","119.748"
"11115.557249714","35.56","35.56","35.56","47.268","47.268","47.268","176.267","176.267","176.267","149.575","149.575","149.575"
"11130.551601996","39.697","39.697","39.697","38.221","38.221","38.221","102.229","102.229","102.229","161.961","161.961","161.961"
"11145.626919351","36.265","36.265","36.265","38.112","38.112","38.112","159.674","159.674","159.674","95.329","95.329","95.329"
"11160.659992311","41.758","41.758","41.758","53.186","53.186","53.186","197.963","197.963","197.963","220.198","220.198","220.198"
"11175.667827185","49.832","49.832","49.832","39.586","39.586","39.586","199.412","199.412","199.412","156.995","156.995","156.995"
"11190.718308529","35.551","35.551","35.551","53.365","53.365","53.365","202.516","202.516","202.516","150.227","150.227","150.227"
"11205.870238175","35.669","35.669","35.669","44.606","44.606","44.606","92.441","92.441","92.441","117.277","117.277","117.277"
"11220.920254597","39.21","39.21","39.21","52.992","52.992","52.992","151.458","151.458","151.458","110.351","110.351","110.351"
"11236.090170691","35.474","35.474","35.474","45.701","45.701","45.701","181.768","181.768","181.768","193.658","193.658","193.658"
"11251.251187117","35.463","35.463","35.463","42.952","42.952","42.952","223.199","223.199","223.199","213.2","213.2","213.2"
"11266.118618521","35.661","35.661","35.661","37.528","37.528","37.528","210.986","210.986","210.986","232.466","232.466","232.466"
"11281.244479534","35.268","35.268","35.268","37.528","37.528","37.528","106.052","106.052","106.052","113.242","113.242","113.242"
"11296.377099792","35.365","35.365","35.365","37.431","37.431","37.431","91.653","91.653","91.653","163.37","163.37","163.37"
"11311.432178697","38.919","38.919","38.919","37.431","37.431","37.431","56.911","56.911","56.911","68.097","68.097","68.097"
"11326.482273145","36.362","36.362","36.362","41.179","41.179","41.179","104.977","104.977","104.977","161.692","161.692","161.692"
"11341.730626162","39.107","39.107","39.107","36.349","36.349","36.349","191.631","191.631","191.631","202.348","202.348","202.348"
"11356.815755706","38.821","38.821","38.821","37.334","37.334","37.334","229.722","229.722","229.722","245.938","245.938","245.938"
"11370.554131318","30.331","30.331","30.331","53.089","53.089","53.089","243.354","243.354","243.354","82.368","82.368","82.368"
"11385.554780207","30.429","30.429","30.429","39.206","39.206","39.206","121.169","121.169","121.169","162.819","162.819","162.819"
"11400.556662729","49.637","49.637","49.637","41.286","41.286","41.286","75.774","75.774","75.774","136.081","136.081","136.081"
"11415.557777943","49.929","49.929","49.929","39.303","39.303","39.303","136.31","136.31","136.31","161.48","161.48","161.48"
"11430.550274656","49.443","49.443","49.443","41.47","41.47","41.47","199.813","199.813","199.813","263.446","263.446","263.446"
"11445.553615392","47.366","47.366","47.366","37.82","37.82","37.82","110.307","110.307","110.307","172.188","172.188","172.188"
"11460.551780514","37.542","37.542","37.542","39.109","39.109","39.109","115.32","115.32","115.32","207.16","207.16","207.16"
"11475.5568753","49.54","49.54","49.54","37.82","37.82","37.82","111.769","111.769","111.769","219.228","219.228","219.228"
"11490.555582568","43.732","43.732","43.732","37.917","37.917","37.917","99.372","99.372","99.372","183.104","183.104","183.104"
"11505.555294801","35.463","35.463","35.463","39.596","39.596","39.596","78.106","78.106","78.106","217.85","217.85","217.85"
"11520.594891244","35.56","35.56","35.56","43.05","43.05","43.05","254.225","254.225","254.225","59.979","59.979","59.979"
"11535.549726565","35.564","35.564","35.564","43.622","43.622","43.622","80.79","80.79","80.79","162.501","162.501","162.501"
"11550.547264931","42.152","42.152","42.152","53.475","53.475","53.475","73.314","73.314","73.314","117.3","117.3","117.3"
"11565.558379305","39.399","39.399","39.399","53.171","53.171","53.171","85.452","85.452","85.452","219.165","219.165","219.165"
"11580.666751253","40.281","40.281","40.281","53.572","53.572","53.572","171.856","171.856","171.856","215.767","215.767","215.767"
"11595.872039286","35.669","35.669","35.669","40.191","40.191","40.191","74.392","74.392","74.392","241.304","241.304","241.304"
"11611.116742769","43.149","43.149","43.149","38.513","38.513","38.513","89.679","89.679","89.679","149.448","149.448","149.448"
"11626.161951616","49.735","49.735","49.735","41.859","41.859","41.859","199.747","199.747","199.747","234.051","234.051","234.051"
"11641.227761343","38.919","38.919","38.919","40.971","40.971","40.971","128.166","128.166","128.166","216.092","216.092","216.092"
"11656.363948509","39.793","39.793","39.793","41.47","41.47","41.47","98.487","98.487","98.487","93.808","93.808","93.808"
"11671.579115036","41.873","41.873","41.873","47.365","47.365","47.365","125.864","125.864","125.864","137.15","137.15","137.15"
"11686.758681426","38.323","38.323","38.323","35.948","35.948","35.948","177.493","177.493","177.493","188.4","188.4","188.4"
"11701.868818885","37.152","37.152","37.152","38.623","38.623","38.623","89.899","89.899","89.899","122.993","122.993","122.993"
"11715.558686345","30.429","30.429","30.429","38.112","38.112","38.112","117.941","117.941","117.941","143.008","143.008","143.008"
"11730.547243861","30.338","30.338","30.338","46.381","46.381","46.381","74.053","74.053","74.053","101.448","101.448","101.448"
"11745.560750701","30.538","30.538","30.538","52.992","52.992","52.992","136.009","136.009","136.009","124.323","124.323","124.323"
"11760.553531135","31.717","31.717","31.717","45.299","45.299","45.299","166.984","166.984","166.984","205.76","205.76","205.76"
"11775.546030162","30.241","30.241","30.241","41.87","41.87","41.87","164.924","164.924","164.924","173.46","173.46","173.46"
"11791.800497716","37.93","37.93","37.93","40.386","40.386","40.386","173.128","173.128","173.128","193.309","193.309","193.309"
"11805.556728699","30.331","30.331","30.331","37.918","37.918","37.918","185.213","185.213","185.213","221.691","221.691","221.691"
"11820.55847228","31.426","31.426","31.426","42.735","42.735","42.735","190.699","190.699","190.699","140.202","140.202","140.202"
"11835.551754456","45.714","45.714","45.714","37.811","37.811","37.811","141.42","141.42","141.42","86.769","86.769","86.769"
"11850.549937311","35.572","35.572","35.572","38.015","38.015","38.015","86.652","86.652","86.652","165.601","165.601","165.601"
"11865.552828625","35.365","35.365","35.365","37.917","37.917","37.917","159.674","159.674","159.674","254.204","254.204","254.204"
"11880.548961756","46.697","46.697","46.697","38.808","38.808","38.808","74.8","74.8","74.8","245.35","245.35","245.35"
"11895.556945059","50.026","50.026","50.026","49.14","49.14","49.14","89.872","89.872","89.872","240.065","240.065","240.065"
"11910.549817155","35.572","35.572","35.572","37.917","37.917","37.917","265.83","265.83","265.83","59.997","59.997","59.997"
"11925.550658716","41.678","41.678","41.678","52.105","52.105","52.105","122.206","122.206","122.206","95.673","95.673","95.673"
"11940.549396531","49.832","49.832","49.832","51.704","51.704","51.704","80.389","80.389","80.389","206.461","206.461","206.461"
"11955.553016862","35.572","35.572","35.572","37.82","37.82","37.82","94.565","94.565","94.565","184.895","184.895","184.895"
"11970.556042498","49.535","49.535","49.535","47.074","47.074","47.074","117.444","117.444","117.444","101.367","101.367","101.367"
"11985.546980057","49.929","49.929","49.929","48.75","48.75","48.75","191.617","191.617","191.617","234.489","234.489","234.489"
"12000.554802238","39.502","39.502","39.502","38.209","38.209","38.209","88.722","88.722","88.722","109.068","109.068","109.068"
"12015.5471177","50.026","50.026","50.026","53.074","53.074","53.074","224.089","224.089","224.089","246.806","246.806","246.806"
"12030.544142373","44.328","44.328","44.328","39.099","39.099","39.099","198.647","198.647","198.647","88.746","88.746","88.746"
"12045.550492183","35.973","35.973","35.973","38.112","38.112","38.112","149.113","149.113","149.113","102.912","102.912","102.912"
"12060.58144102","35.572","35.572","35.572","38.209","38.209","38.209","160.377","160.377","160.377","101.38","101.38","101.38"
"12075.699474104","35.758","35.758","35.758","38.209","38.209","38.209","133.514","133.514","133.514","112.327","112.327","112.327"
"12090.8185691","35.855","35.855","35.855","38.112","38.112","38.112","165.864","165.864","165.864","230.428","230.428","230.428"
"12105.79460713","49.942","49.942","49.942","50.926","50.926","50.926","109.832","109.832","109.832","147.175","147.175","147.175"
"12120.807584316","36.459","36.459","36.459","39.596","39.596","39.596","88.135","88.135","88.135","99.405","99.405","99.405"
"12135.952169371","35.661","35.661","35.661","38.318","38.318","38.318","129.432","129.432","129.432","170.642","170.642","170.642"
"12151.082737911","35.758","35.758","35.758","41.383","41.383","41.383","163.212","163.212","163.212","174.061","174.061","174.061"
"12166.221130654","35.758","35.758","35.758","41.48","41.48","41.48","64.192","64.192","64.192","246.792","246.792","246.792"
"12181.347904489","41.872","41.872","41.872","41.373","41.373","41.373","82.121","82.121","82.121","242.071","242.071","242.071"
"12196.561083909","34.186","34.186","34.186","36.349","36.349","36.349","80.558","80.558","80.558","122.898","122.898","122.898"
"12211.783591671","39.016","39.016","39.016","41.373","41.373","41.373","237.726","237.726","237.726","242.563","242.563","242.563"
"12225.55876801","30.538","30.538","30.538","38.513","38.513","38.513","68.433","68.433","68.433","263.798","263.798","263.798"
"12240.554728909","40.098","40.098","40.098","39.002","39.002","39.002","79.299","79.299","79.299","184.021","184.021","184.021"
"12255.551140442","35.365","35.365","35.365","38.112","38.112","38.112","198.075","198.075","198.075","245.037","245.037","245.037"
"12270.556937996","49.929","49.929","49.929","53.365","53.365","53.365","147.725","147.725","147.725","115.808","115.808","115.808"
"12285.555997755","50.131","50.131","50.131","52.977","52.977","52.977","130.317","130.317","130.317","85.195","85.195","85.195"
"12300.645778993","49.438","49.438","49.438","49.431","49.431","49.431","202.222","202.222","202.222","271.415","271.415","271.415"
"12315.924153425","39.016","39.016","39.016","39.012","39.012","39.012","219.722","219.722","219.722","264.369","264.369","264.369"
"12331.224172444","37.533","37.533","37.533","38.015","38.015","38.015","73.314","73.314","73.314","210.514","210.514","210.514"
"12346.599700285","38.614","38.614","38.614","41.286","41.286","41.286","262.133","262.133","262.133","260.838","260.838","260.838"
"12360.567195916","30.538","30.538","30.538","44.813","44.813","44.813","170.321","170.321","170.321","141.67","141.67","141.67"
"12375.551946684","33.894","33.894","33.894","53.074","53.074","53.074","242.287","242.287","242.287","209.833","209.833","209.833"
"12390.548526533","35.572","35.572","35.572","38.014","38.014","38.014","222.025","222.025","222.025","60.708","60.708","60.708"
"12405.54654529","51.406","51.406","51.406","49.638","49.638","49.638","57.224","57.224","57.224","170.613","170.613","170.613"
"12420.545442905","50.123","50.123","50.123","51.591","51.591","51.591","167.865","167.865","167.865","210.362","210.362","210.362"
"12435.550747234","35.463","35.463","35.463","38.209","38.209","38.209","86.257","86.257","86.257","123.488","123.488","123.488"
"12450.829846054","49.638","49.638","49.638","52.88","52.88","52.88","249.062","249.062","249.062","87.319","87.319","87.319"
"12466.046487296","37.132","37.132","37.132","38.112","38.112","38.112","74.876","74.876","74.876","107.829","107.829","107.829"
"12481.223484589","43.063","43.063","43.063","41.189","41.189","41.189","241.253","241.253","241.253","247.574","247.574","247.574"
"12496.389104737","50.33","50.33","50.33","38.526","38.526","38.526","182.668","182.668","182.668","192.399","192.399","192.399"
"12511.422703764","36.654","36.654","36.654","41.286","41.286","41.286","184.332","184.332","184.332","236.996","236.996","236.996"
"12526.680418816","38.724","38.724","38.724","40.787","40.787","40.787","107.527","107.527","107.527","229.35","229.35","229.35"
"12541.660898434","36.549","36.549","36.549","41.179","41.179","41.179","195.354","195.354","195.354","164.262","164.262","164.262"
"12556.731025046","38.712","38.712","38.712","40.884","40.884","40.884","180.089","180.089","180.089","97.566","97.566","97.566"
"12571.855330612","38.724","38.724","38.724","40.981","40.981","40.981","202.961","202.961","202.961","230.1","230.1","230.1"
"12585.548269632","30.44","30.44","30.44","53.587","53.587","53.587","213.32","213.32","213.32","91.886","91.886","91.886"
"12600.557288286","30.842","30.842","30.842","53.572","53.572","53.572","93.541","93.541","93.541","250.717","250.717","250.717"
"12615.553555469","50.131","50.131","50.131","48.848","48.848","48.848","91.502","91.502","91.502","254.793","254.793","254.793"
"12630.558313253","30.647","30.647","30.647","41.577","41.577","41.577","77.736","77.736","77.736","87.449","87.449","87.449"
"12645.561852572","30.538","30.538","30.538","38.209","38.209","38.209","207.706","207.706","207.706","244.12","244.12","244.12"
"12660.56018093","30.44","30.44","30.44","38.112","38.112","38.112","164.793","164.793","164.793","112.152","112.152","112.152"
"12675.552274447","30.636","30.636","30.636","49.444","49.444","49.444","56.295","56.295","56.295","60.368","60.368","60.368"
"12690.558755452","50.131","50.131","50.131","53.475","53.475","53.475","164.047","164.047","164.047","137.496","137.496","137.496"
"12705.552695661","49.832","49.832","49.832","53.572","53.572","53.572","106.452","106.452","106.452","139.229","139.229","139.229"
"12720.554833723","37.238","37.238","37.238","39.802","39.802","39.802","141.761","141.761","141.761","101.077","101.077","101.077"
"12735.550699673","46.79","46.79","46.79","53.879","53.879","53.879","206.251","206.251","206.251","97.994","97.994","97.994"
"12750.706600697","50.136","50.136","50.136","53.268","53.268","53.268","57.916","57.916","57.916","251.191","251.191","251.191"
"12765.55731355","42.261","42.261","42.261","40.191","40.191","40.191","98.197","98.197","98.197","193.984","193.984","193.984"
"12780.558794139","35.661","35.661","35.661","38.209","38.209","38.209","123.969","123.969","123.969","89.425","89.425","89.425"
"12795.55594561","47.572","47.572","47.572","53.655","53.655","53.655","97.313","97.313","97.313","138.676","138.676","138.676"
"12810.556379586","46.296","46.296","46.296","46.477","46.477","46.477","121.377","121.377","121.377","183.81","183.81","183.81"
"12825.553241013","39.307","39.307","39.307","41.847","41.847","41.847","199.133","199.133","199.133","231.856","231.856","231.856"
"12840.549308932","49.73","49.73","49.73","53.365","53.365","53.365","211.433","211.433","211.433","210.069","210.069","210.069"
"12855.55129549","47.669","47.669","47.669","50.926","50.926","50.926","158.021","158.021","158.021","240.007","240.007","240.007"
"12870.551186408","49.735","49.735","49.735","53.657","53.657","53.657","80.28","80.28","80.28","155.261","155.261","155.261"
"12885.548632201","48.94","48.94","48.94","45.992","45.992","45.992","246.799","246.799","246.799","80.53","80.53","80.53"
"12900.549735181","39.21","39.21","39.21","39.196","39.196","39.196","247.598","247.598","247.598","92.135","92.135","92.135"
"12915.547954635","45.799","45.799","45.799","42.334","42.334","42.334","75.07","75.07","75.07","244.91","244.91","244.91"
"12930.547472543","49.832","49.832","49.832","53.365","53.365","53.365","197.146","197.146","197.146","225.038","225.038","225.038"
"12945.631290428","46.09","46.09","46.09","43.622","43.622","43.622","239.176","239.176","239.176","198.919","198.919","198.919"
"12960.650201973","50.039","50.039","50.039","52.992","52.992","52.992","184.732","184.732","184.732","203.163","203.163","203.163"
"12975.676307278","35.365","35.365","35.365","37.917","37.917","37.917","185.137","185.137","185.137","157.429","157.429","157.429"
"12990.790975302","37.143","37.143","37.143","38.014","38.014","38.014","191.791","191.791","191.791","220.412","220.412","220.412"
"13005.926141965","35.572","35.572","35.572","38.112","38.112","38.112","81.537","81.537","81.537","236.646","236.646","236.646"
"13020.902938357","50.034","50.034","50.034","53.268","53.268","53.268","178.907","178.907","178.907","118.508","118.508","118.508"
"13035.974340861","35.669","35.669","35.669","38.513","38.513","38.513","135.126","135.126","135.126","218.56","218.56","218.56"
"13051.070481363","36.653","36.653","36.653","41.286","41.286","41.286","146.47","146.47","146.47","103.827","103.827","103.827"
"13066.103906995","43.344","43.344","43.344","44.813","44.813","44.813","137.391","137.391","137.391","92.91","92.91","92.91"
"13081.135224032","47.378","47.378","47.378","41.373","41.373","41.373","212.321","212.321","212.321","158.555","158.555","158.555"
"13096.29107969","49.346","49.346","49.346","38.623","38.623","38.623","88.601","88.601","88.601","171.154","171.154","171.154"
"13111.366146416","48.362","48.362","48.362","39.402","39.402","39.402","87.316","87.316","87.316","199.584","199.584","199.584"
"13126.462772078","36.848","36.848","36.848","39.304","39.304","39.304","227.709","227.709","227.709","104.911","104.911","104.911"
"13141.532249242","40.584","40.584","40.584","40.58","40.58","40.58","210.19","210.19","210.19","151.338","151.338","151.338"
"13156.61543406","41.375","41.375","41.375","41.859","41.859","41.859","145.191","145.191","145.191","86.673","86.673","86.673"
"13171.58740871","38.627","38.627","38.627","40.386","40.386","40.386","214.965","214.965","214.965","124.39","124.39","124.39"
"13186.532710073","39.696","39.696","39.696","38.015","38.015","38.015","56.911","56.911","56.911","68.02","68.02","68.02"
"13201.612798996","38.821","38.821","38.821","41.081","41.081","41.081","182.692","182.692","182.692","130.576","130.576","130.576"
"13216.745409315","38.627","38.627","38.627","41.276","41.276","41.276","206.031","206.031","206.031","197.484","197.484","197.484"
"13231.842960603","39.016","39.016","39.016","41.276","41.276","41.276","93.408","93.408","93.408","189.919","189.919","189.919"
"13246.762535535","38.821","38.821","38.821","41.276","41.276","41.276","212.055","212.055","212.055","211.499","211.499","211.499"
"13260.550736217","30.939","30.939","30.939","49.042","49.042","49.042","221.949","221.949","221.949","250.696","250.696","250.696"
"13276.849837826","36.353","36.353","36.353","39.206","39.206","39.206","174.109","174.109","174.109","166.179","166.179","166.179"
"13290.561728363","30.63","30.63","30.63","38.112","38.112","38.112","105.505","105.505","105.505","101.574","101.574","101.574"
"13305.556902316","30.842","30.842","30.842","49.042","49.042","49.042","175.744","175.744","175.744","114.436","114.436","114.436"
"13320.550839871","30.44","30.44","30.44","38.209","38.209","38.209","147.691","147.691","147.691","240.595","240.595","240.595"
"13335.554177431","30.636","30.636","30.636","51.12","51.12","51.12","86.555","86.555","86.555","206.275","206.275","206.275"
"13350.552720302","31.037","31.037","31.037","52.394","52.394","52.394","220.06","220.06","220.06","60.062","60.062","60.062"
"13365.557476022","30.726","30.726","30.726","38.006","38.006","38.006","152.72","152.72","152.72","83.035","83.035","83.035"
"13380.551511029","35.454","35.454","35.454","38.292","38.292","38.292","111.61","111.61","111.61","231.351","231.351","231.351"
"13395.552047086","40.791","40.791","40.791","38.015","38.015","38.015","78.717","78.717","78.717","120.233","120.233","120.233"
"13410.549523827","35.56","35.56","35.56","38.306","38.306","38.306","167.272","167.272","167.272","122.156","122.156","122.156"
"13425.54717755","47.761","47.761","47.761","45.991","45.991","45.991","146.972","146.972","146.972","111.844","111.844","111.844"
"13440.552009243","43.538","43.538","43.538","44.899","44.899","44.899","75.052","75.052","75.052","93.627","93.627","93.627"
"13455.549198374","35.463","35.463","35.463","38.015","38.015","38.015","140.963","140.963","140.963","177.094","177.094","177.094"
"13470.545015112","38.919","38.919","38.919","38.112","38.112","38.112","139.028","139.028","139.028","152.94","152.94","152.94"
"13485.545794516","35.572","35.572","35.572","41.265","41.265","41.265","178.358","178.358","178.358","243.009","243.009","243.009"
"13500.549542016","50.118","50.118","50.118","52.992","52.992","52.992","87.656","87.656","87.656","143.362","143.362","143.362"
"13515.584082798","36.353","36.353","36.353","39.109","39.109","39.109","77.833","77.833","77.833","151.448","151.448","151.448"
"13530.69189654","35.463","35.463","35.463","38.015","38.015","38.015","181.584","181.584","181.584","153.594","153.594","153.594"
"13545.762341148","37.63","37.63","37.63","38.209","38.209","38.209","109.759","109.759","109.759","140.591","140.591","140.591"
"13560.706240131","38.226","38.226","38.226","39.304","39.304","39.304","137.191","137.191","137.191","100.689","100.689","100.689"
"13575.739506765","50.039","50.039","50.039","48.75","48.75","48.75","209.366","209.366","209.366","188.646","188.646","188.646"
"13590.791068223","49.735","49.735","49.735","53.074","53.074","53.074","215.541","215.541","215.541","152.115","152.115","152.115"
"13605.810776121","37.63","37.63","37.63","38.014","38.014","38.014","101.345","101.345","101.345","105.871","105.871","105.871"
"13620.739603904","50.026","50.026","50.026","52.701","52.701","52.701","99.614","99.614","99.614","67.522","67.522","67.522"
"13635.749465919","50.123","50.123","50.123","52.977","52.977","52.977","203.653","203.653","203.653","165.267","165.267","165.267"
"13650.638277404","49.637","49.637","49.637","53.089","53.089","53.089","212.705","212.705","212.705","217.542","217.542","217.542"
"13665.76557434","49.735","49.735","49.735","53.171","53.171","53.171","146.135","146.135","146.135","205.446","205.446","205.446"
"13680.905424626","49.832","49.832","49.832","53.378","53.378","53.378","128.456","128.456","128.456","199.935","199.935","199.935"
"13695.940540967","35.56","35.56","35.56","39.012","39.012","39.012","175.897","175.897","175.897","233.25","233.25","233.25"
"13710.873841357","39.696","39.696","39.696","42.844","42.844","42.844","91.763","91.763","91.763","177.859","177.859","177.859"
"13725.781224096","41.867","41.867","41.867","41.859","41.859","41.859","215.476","215.476","215.476","238.288","238.288","238.288"
"13740.859844806","35.56","35.56","35.56","38.221","38.221","38.221","87.813","87.813","87.813","230.11","230.11","230.11"
"13755.882779915","50.034","50.034","50.034","53.074","53.074","53.074","145.349","145.349","145.349","208.814","208.814","208.814"
"13770.974558708","49.633","49.633","49.633","53.378","53.378","53.378","191.175","191.175","191.175","184.059","184.059","184.059"
"13786.21653111","35.56","35.56","35.56","40.182","40.182","40.182","72.914","72.914","72.914","77.443","77.443","77.443"
"13801.489199623","49.444","49.444","49.444","44.995","44.995","44.995","210.999","210.999","210.999","78.62","78.62","78.62"
